year,education,count,area_type,statefip,countyfip
2017,Some College,1560902,state,indiana,
2017,Some College,851058,state,iowa,
2017,Some College,742422,state,kansas,
2017,Some College,1057778,state,kentucky,
2017,Some College,1048420,state,louisiana,
2017,Some College,334908,state,maine,
2017,Some College,1317687,state,maryland,
2017,Some College,1407979,state,massachusetts,
2017,Some College,2692718,state,michigan,
2017,Some College,1472396,state,minnesota,
2017,Some College,782609,state,mississippi,
2017,Some College,1513920,state,missouri,
2017,Some College,280088,state,montana,
2017,Some College,509644,state,nebraska,
2017,Some College,773319,state,nevada,
2017,Some College,327183,state,new hampshire,
2017,Some College,1797200,state,new jersey,
2017,Some College,539893,state,new mexico,
2017,Some College,4200488,state,new york,
2017,Some College,2603926,state,north carolina,
2017,Some College,218041,state,north dakota,
2017,Some College,2796162,state,ohio,
2017,Some College,973011,state,oklahoma,
2017,Some College,1151673,state,oregon,
2017,Some College,2662814,state,pennsylvania,
2017,Some College,242657,state,rhode island,
2017,Some College,1252876,state,south carolina,
2017,Some College,233412,state,south dakota,
2017,Some College,1544237,state,tennessee,
2017,Some College,6467412,state,texas,
2017,Some College,830895,state,utah,
2017,Some College,137232,state,vermont,
2017,Some College,1928971,state,virginia,
2017,Some College,2004131,state,washington,
2017,Some College,393453,state,west virginia,
2017,Some College,1487235,state,wisconsin,
2017,Some College,163403,state,wyoming,
2018,College Degree or Higher,880686,state,alabama,
2018,College Degree or Higher,150120,state,alaska,
2018,College Degree or Higher,1493129,state,arizona,
2018,College Degree or Higher,494079,state,arkansas,
2018,College Degree or Higher,9647483,state,california,
2018,College Degree or Higher,1715407,state,colorado,
2018,College Degree or Higher,1045326,state,connecticut,
2018,College Degree or Higher,219242,state,delaware,
2018,College Degree or Higher,321313,state,district of columbia,
2018,College Degree or Higher,4829364,state,florida,
2018,College Degree or Higher,2339497,state,georgia,
2018,College Degree or Higher,344624,state,hawaii,
2018,College Degree or Higher,324843,state,idaho,
2018,College Degree or Higher,3236193,state,illinois,
2018,College Degree or Higher,1268655,state,indiana,
2018,College Degree or Higher,641653,state,iowa,
2018,College Degree or Higher,671542,state,kansas,
2018,College Degree or Higher,803772,state,kentucky,
2018,College Degree or Higher,792465,state,louisiana,
2018,College Degree or Higher,315156,state,maine,
2018,College Degree or Higher,1781062,state,maryland,
2018,College Degree or Higher,2281777,state,massachusetts,
2018,College Degree or Higher,2140156,state,michigan,
2018,College Degree or Higher,1488779,state,minnesota,
2018,College Degree or Higher,485104,state,mississippi,
2018,College Degree or Higher,1302168,state,missouri,
2018,College Degree or Higher,237430,state,montana,
2018,College Degree or Higher,440476,state,nebraska,
2018,College Degree or Higher,535778,state,nevada,
2018,College Degree or Higher,378979,state,new hampshire,
2018,College Degree or Higher,2647323,state,new jersey,
2018,College Degree or Higher,400934,state,new mexico,
2018,College Degree or Higher,5411834,state,new york,
2018,College Degree or Higher,2374626,state,north carolina,
2018,College Degree or Higher,153794,state,north dakota,
2018,College Degree or Higher,2434444,state,ohio,
2018,College Degree or Higher,700517,state,oklahoma,
2018,College Degree or Higher,1049938,state,oregon,
2018,College Degree or Higher,3015982,state,pennsylvania,
2018,College Degree or Higher,272138,state,rhode island,
2018,College Degree or Higher,1027224,state,south carolina,
2018,College Degree or Higher,177309,state,south dakota,
2018,College Degree or Higher,1336136,state,tennessee,
2018,College Degree or Higher,5847847,state,texas,
2018,College Degree or Higher,681668,state,utah,
2018,College Degree or Higher,184620,state,vermont,
2018,College Degree or Higher,2412439,state,virginia,
2018,College Degree or Higher,1990089,state,washington,
2018,College Degree or Higher,288563,state,west virginia,
2018,College Degree or Higher,1278587,state,wisconsin,
2018,College Degree or Higher,110347,state,wyoming,
2018,HS or Equivalent,259032,state,alabama,
2018,HS or Equivalent,35433,state,alaska,
2018,HS or Equivalent,348469,state,arizona,
2018,HS or Equivalent,162686,state,arkansas,
2018,HS or Equivalent,1503764,state,california,
2018,HS or Equivalent,234362,state,colorado,
2018,HS or Equivalent,124880,state,connecticut,
2018,HS or Equivalent,34042,state,delaware,
2018,HS or Equivalent,24461,state,district of columbia,
2018,HS or Equivalent,1082462,state,florida,
2018,HS or Equivalent,517591,state,georgia,
2018,HS or Equivalent,40957,state,hawaii,
2018,HS or Equivalent,94760,state,idaho,
2018,HS or Equivalent,531359,state,illinois,
2018,HS or Equivalent,347372,state,indiana,
2018,HS or Equivalent,120339,state,iowa,
2018,HS or Equivalent,121943,state,kansas,
2018,HS or Equivalent,265023,state,kentucky,
2018,HS or Equivalent,252523,state,louisiana,
2018,HS or Equivalent,67284,state,maine,
2018,HS or Equivalent,229618,state,maryland,
2018,HS or Equivalent,225678,state,massachusetts,
2018,HS or Equivalent,446405,state,michigan,
2018,HS or Equivalent,191006,state,minnesota,
2018,HS or Equivalent,169592,state,mississippi,
2018,HS or Equivalent,277089,state,missouri,
2018,HS or Equivalent,46005,state,montana,
2018,HS or Equivalent,67096,state,nebraska,
2018,HS or Equivalent,167388,state,nevada,
2018,HS or Equivalent,60885,state,new hampshire,
2018,HS or Equivalent,290524,state,new jersey,
2018,HS or Equivalent,103716,state,new mexico,
2018,HS or Equivalent,919604,state,new york,
2018,HS or Equivalent,438653,state,north carolina,
2018,HS or Equivalent,28986,state,north dakota,
2018,HS or Equivalent,487654,state,ohio,
2018,HS or Equivalent,187883,state,oklahoma,
2018,HS or Equivalent,206243,state,oregon,
2018,HS or Equivalent,534063,state,pennsylvania,
2018,HS or Equivalent,49719,state,rhode island,
2018,HS or Equivalent,245743,state,south carolina,
2018,HS or Equivalent,38274,state,south dakota,
2018,HS or Equivalent,377021,state,tennessee,
2018,HS or Equivalent,1281087,state,texas,
2018,HS or Equivalent,103605,state,utah,
2018,HS or Equivalent,23432,state,vermont,
2018,HS or Equivalent,352518,state,virginia,
2018,HS or Equivalent,321535,state,washington,
2018,HS or Equivalent,112759,state,west virginia,
2018,HS or Equivalent,222950,state,wisconsin,
2018,HS or Equivalent,30556,state,wyoming,
2018,Less than HS,1520459,state,alabama,
2018,Less than HS,215366,state,alaska,
2018,Less than HS,2195704,state,arizona,
2018,Less than HS,949867,state,arkansas,
2018,Less than HS,12787639,state,california,
2018,Less than HS,1565430,state,colorado,
2018,Less than HS,949954,state,connecticut,
2018,Less than HS,270395,state,delaware,
2018,Less than HS,168738,state,district of columbia,
2018,Less than HS,5825023,state,florida,
2018,Less than HS,3359637,state,georgia,
2018,Less than HS,378097,state,hawaii,
2018,Less than HS,548510,state,idaho,
2018,Less than HS,3709458,state,illinois,
2018,Less than HS,2065922,state,indiana,
2018,Less than HS,899123,state,iowa,
2018,Less than HS,869472,state,kansas,
2018,Less than HS,1394706,state,kentucky,
2018,Less than HS,1534953,state,louisiana,
2018,Less than HS,313085,state,maine,
2018,Less than HS,1696107,state,maryland,
2018,Less than HS,1793850,state,massachusetts,
2018,Less than HS,2742091,state,michigan,
2018,Less than HS,1535457,state,minnesota,
2018,Less than HS,989118,state,mississippi,
2018,Less than HS,1760780,state,missouri,
2018,Less than HS,276338,state,montana,
2018,Less than HS,575664,state,nebraska,
2018,Less than HS,925314,state,nevada,
2018,Less than HS,321675,state,new hampshire,
2018,Less than HS,2504987,state,new jersey,
2018,Less than HS,689174,state,new mexico,
2018,Less than HS,5638836,state,new york,
2018,Less than HS,3118718,state,north carolina,
2018,Less than HS,206547,state,north dakota,
2018,Less than HS,3312123,state,ohio,
2018,Less than HS,1261273,state,oklahoma,
2018,Less than HS,1136306,state,oregon,
2018,Less than HS,3406407,state,pennsylvania,
2018,Less than HS,279686,state,rhode island,
2018,Less than HS,1507783,state,south carolina,
2018,Less than HS,264552,state,south dakota,
2018,Less than HS,2048598,state,tennessee,
2018,Less than HS,10337016,state,texas,
2018,Less than HS,1060113,state,utah,
2018,Less than HS,142729,state,vermont,
2018,Less than HS,2416579,state,virginia,
2018,Less than HS,2060496,state,washington,
2018,Less than HS,516532,state,west virginia,
2018,Less than HS,1552883,state,wisconsin,
2018,Less than HS,159544,state,wyoming,
2018,Some College,1217788,state,alabama,
2018,Some College,201121,state,alaska,
2018,Some College,1935058,state,arizona,
2018,Some College,725319,state,arkansas,
2018,Some College,9535793,state,california,
2018,Some College,1355080,state,colorado,
2018,Some College,753489,state,connecticut,
2018,Some College,208343,state,delaware,
2018,Some College,97646,state,district of columbia,
2018,Some College,5282326,state,florida,
2018,Some College,2378809,state,georgia,
2018,Some College,365147,state,hawaii,
2018,Some College,471419,state,idaho,
2018,Some College,2948824,state,illinois,
2018,Some College,1555465,state,indiana,
2018,Some College,841075,state,iowa,
2018,Some College,749164,state,kansas,
2018,Some College,1072135,state,kentucky,
2018,Some College,1027120,state,louisiana,
2018,Some College,350444,state,maine,
2018,Some College,1295544,state,maryland,
2018,Some College,1411068,state,massachusetts,
2018,Some College,2688342,state,michigan,
2018,Some College,1460723,state,minnesota,
2018,Some College,792336,state,mississippi,
2018,Some College,1542955,state,missouri,
2018,Some College,298080,state,montana,
2018,Some College,515465,state,nebraska,
2018,Some College,812852,state,nevada,
2018,Some College,328526,state,new hampshire,
2018,Some College,1762683,state,new jersey,
2018,Some College,528963,state,new mexico,
2018,Some College,4107208,state,new york,
2018,Some College,2646961,state,north carolina,
2018,Some College,234645,state,north dakota,
2018,Some College,2774705,state,ohio,
2018,Some College,977403,state,oklahoma,
2018,Some College,1167992,state,oregon,
2018,Some College,2660360,state,pennsylvania,
2018,Some College,242121,state,rhode island,
2018,Some College,1262451,state,south carolina,
2018,Some College,230860,state,south dakota,
2018,Some College,1586036,state,tennessee,
2018,Some College,6480061,state,texas,
2018,Some College,838598,state,utah,
2018,Some College,140939,state,vermont,
2018,Some College,1910809,state,virginia,
2018,Some College,2025152,state,washington,
2018,Some College,406610,state,west virginia,
2018,Some College,1495318,state,wisconsin,
2018,Some College,167122,state,wyoming,
2019,College Degree or Higher,918990,state,alabama,
2019,College Degree or Higher,153468,state,alaska,
2019,College Degree or Higher,1560848,state,arizona,
2019,College Degree or Higher,498174,state,arkansas,
2019,College Degree or Higher,9862466,state,california,
2019,College Degree or Higher,1776504,state,colorado,
2019,College Degree or Higher,1058412,state,connecticut,
2019,College Degree or Higher,241677,state,delaware,
2019,College Degree or Higher,319773,state,district of columbia,
2019,College Degree or Higher,4942726,state,florida,
2019,College Degree or Higher,2399686,state,georgia,
2019,College Degree or Higher,339513,state,hawaii,
2019,College Degree or Higher,353480,state,idaho,
2019,College Degree or Higher,3311683,state,illinois,
2019,College Degree or Higher,1288502,state,indiana,
2019,College Degree or Higher,660287,state,iowa,
2019,College Degree or Higher,663716,state,kansas,
2019,College Degree or Higher,812909,state,kentucky,
2019,College Degree or Higher,821578,state,louisiana,
2019,College Degree or Higher,339135,state,maine,
2019,College Degree or Higher,1796035,state,maryland,
2019,College Degree or Higher,2314837,state,massachusetts,
2019,College Degree or Higher,2191860,state,michigan,
2019,College Degree or Higher,1509784,state,minnesota,
2019,College Degree or Higher,455622,state,mississippi,
2019,College Degree or Higher,1336615,state,missouri,
2019,College Degree or Higher,253467,state,montana,
2019,College Degree or Higher,455415,state,nebraska,
2019,College Degree or Higher,565817,state,nevada,
2019,College Degree or Higher,388549,state,new hampshire,
2019,College Degree or Higher,2694342,state,new jersey,
2019,College Degree or Higher,418183,state,new mexico,
2019,College Degree or Higher,5507608,state,new york,
2019,College Degree or Higher,2421430,state,north carolina,
2019,College Degree or Higher,159030,state,north dakota,
2019,College Degree or Higher,2476640,state,ohio,
2019,College Degree or Higher,716427,state,oklahoma,
2019,College Degree or Higher,1064216,state,oregon,
2019,College Degree or Higher,3085666,state,pennsylvania,
2019,College Degree or Higher,275238,state,rhode island,
2019,College Degree or Higher,1094334,state,south carolina,
2019,College Degree or Higher,185419,state,south dakota,
2019,College Degree or Higher,1419947,state,tennessee,
2019,College Degree or Higher,6045684,state,texas,
2019,College Degree or Higher,700480,state,utah,
2019,College Degree or Higher,181961,state,vermont,
2019,College Degree or Higher,2438937,state,virginia,
2019,College Degree or Higher,2033757,state,washington,
2019,College Degree or Higher,290155,state,west virginia,
2019,College Degree or Higher,1316884,state,wisconsin,
2019,College Degree or Higher,116825,state,wyoming,
2019,HS or Equivalent,264172,state,alabama,
2019,HS or Equivalent,35361,state,alaska,
2019,HS or Equivalent,362798,state,arizona,
2019,HS or Equivalent,175160,state,arkansas,
2019,HS or Equivalent,1506385,state,california,
2019,HS or Equivalent,246606,state,colorado,
2019,HS or Equivalent,126137,state,connecticut,
2019,HS or Equivalent,38093,state,delaware,
2019,HS or Equivalent,20544,state,district of columbia,
2019,HS or Equivalent,1142373,state,florida,
2019,HS or Equivalent,502883,state,georgia,
2019,HS or Equivalent,46135,state,hawaii,
2019,HS or Equivalent,83938,state,idaho,
2019,HS or Equivalent,533369,state,illinois,
2019,HS or Equivalent,357400,state,indiana,
2019,HS or Equivalent,116475,state,iowa,
2019,HS or Equivalent,119564,state,kansas,
2019,HS or Equivalent,266041,state,kentucky,
2019,HS or Equivalent,249789,state,louisiana,
2019,HS or Equivalent,69549,state,maine,
2019,HS or Equivalent,224380,state,maryland,
2019,HS or Equivalent,236777,state,massachusetts,
2019,HS or Equivalent,432987,state,michigan,
2019,HS or Equivalent,195258,state,minnesota,
2019,HS or Equivalent,175938,state,mississippi,
2019,HS or Equivalent,299394,state,missouri,
2019,HS or Equivalent,52906,state,montana,
2019,HS or Equivalent,66368,state,nebraska,
2019,HS or Equivalent,177785,state,nevada,
2019,HS or Equivalent,60119,state,new hampshire,
2019,HS or Equivalent,285496,state,new jersey,
2019,HS or Equivalent,105560,state,new mexico,
2019,HS or Equivalent,937316,state,new york,
2019,HS or Equivalent,457958,state,north carolina,
2019,HS or Equivalent,32215,state,north dakota,
2019,HS or Equivalent,491460,state,ohio,
2019,HS or Equivalent,205213,state,oklahoma,
2019,HS or Equivalent,208381,state,oregon,
2019,HS or Equivalent,527756,state,pennsylvania,
2019,HS or Equivalent,49493,state,rhode island,
2019,HS or Equivalent,240261,state,south carolina,
2019,HS or Equivalent,33861,state,south dakota,
2019,HS or Equivalent,382008,state,tennessee,
2019,HS or Equivalent,1287981,state,texas,
2019,HS or Equivalent,111884,state,utah,
2019,HS or Equivalent,19970,state,vermont,
2019,HS or Equivalent,352914,state,virginia,
2019,HS or Equivalent,333300,state,washington,
2019,HS or Equivalent,101986,state,west virginia,
2019,HS or Equivalent,228112,state,wisconsin,
2019,HS or Equivalent,31155,state,wyoming,
2019,Less than HS,1494698,state,alabama,
2019,Less than HS,207627,state,alaska,
2019,Less than HS,2201056,state,arizona,
2019,Less than HS,946160,state,arkansas,
2019,Less than HS,12647395,state,california,
2019,Less than HS,1543589,state,colorado,
2019,Less than HS,943393,state,connecticut,
2019,Less than HS,263431,state,delaware,
2019,Less than HS,163065,state,district of columbia,
2019,Less than HS,5819482,state,florida,
2019,Less than HS,3354562,state,georgia,
2019,Less than HS,366674,state,hawaii,
2019,Less than HS,539007,state,idaho,
2019,Less than HS,3612573,state,illinois,
2019,Less than HS,2034196,state,indiana,
2019,Less than HS,870587,state,iowa,
2019,Less than HS,861555,state,kansas,
2019,Less than HS,1381783,state,kentucky,
2019,Less than HS,1524266,state,louisiana,
2019,Less than HS,309761,state,maine,
2019,Less than HS,1700567,state,maryland,
2019,Less than HS,1742786,state,massachusetts,
2019,Less than HS,2704446,state,michigan,
2019,Less than HS,1542967,state,minnesota,
2019,Less than HS,992158,state,mississippi,
2019,Less than HS,1734243,state,missouri,
2019,Less than HS,271988,state,montana,
2019,Less than HS,565307,state,nebraska,
2019,Less than HS,924178,state,nevada,
2019,Less than HS,318632,state,new hampshire,
2019,Less than HS,2462804,state,new jersey,
2019,Less than HS,668958,state,new mexico,
2019,Less than HS,5509201,state,new york,
2019,Less than HS,3089926,state,north carolina,
2019,Less than HS,210783,state,north dakota,
2019,Less than HS,3271658,state,ohio,
2019,Less than HS,1253964,state,oklahoma,
2019,Less than HS,1106191,state,oregon,
2019,Less than HS,3393122,state,pennsylvania,
2019,Less than HS,277122,state,rhode island,
2019,Less than HS,1504179,state,south carolina,
2019,Less than HS,261950,state,south dakota,
2019,Less than HS,2036525,state,tennessee,
2019,Less than HS,10218463,state,texas,
2019,Less than HS,1049218,state,utah,
2019,Less than HS,142504,state,vermont,
2019,Less than HS,2396068,state,virginia,
2019,Less than HS,2084510,state,washington,
2019,Less than HS,523422,state,west virginia,
2019,Less than HS,1532362,state,wisconsin,
2019,Less than HS,154783,state,wyoming,
2019,Some College,1209049,state,alabama,
2019,Some College,200522,state,alaska,
2019,Some College,1948644,state,arizona,
2019,Some College,724769,state,arkansas,
2019,Some College,9438401,state,california,
2019,Some College,1370200,state,colorado,
2019,Some College,754182,state,connecticut,
2019,Some College,223572,state,delaware,
2019,Some College,117827,state,district of columbia,
2019,Some College,5306503,state,florida,
2019,Some College,2419123,state,georgia,
2019,Some College,366904,state,hawaii,
2019,Some College,504344,state,idaho,
2019,Some College,2958515,state,illinois,
2019,Some College,1556488,state,indiana,
2019,Some College,853918,state,iowa,
2019,Some College,743201,state,kansas,
2019,Some College,1051387,state,kentucky,
2019,Some College,1017893,state,louisiana,
2019,Some College,327319,state,maine,
2019,Some College,1257430,state,maryland,
2019,Some College,1393750,state,massachusetts,
2019,Some College,2631219,state,michigan,
2019,Some College,1432335,state,minnesota,
2019,Some College,799499,state,mississippi,
2019,Some College,1469909,state,missouri,
2019,Some College,283013,state,montana,
2019,Some College,509342,state,nebraska,
2019,Some College,808933,state,nevada,
2019,Some College,327125,state,new hampshire,
2019,Some College,1700414,state,new jersey,
2019,Some College,529129,state,new mexico,
2019,Some College,4043091,state,new york,
2019,Some College,2666682,state,north carolina,
2019,Some College,230014,state,north dakota,
2019,Some College,2750320,state,ohio,
2019,Some College,960522,state,oklahoma,
2019,Some College,1179648,state,oregon,
2019,Some College,2647419,state,pennsylvania,
2019,Some College,246443,state,rhode island,
2019,Some College,1285911,state,south carolina,
2019,Some College,219061,state,south dakota,
2019,Some College,1571041,state,tennessee,
2019,Some College,6582152,state,texas,
2019,Some College,854724,state,utah,
2019,Some College,147682,state,vermont,
2019,Some College,1924470,state,virginia,
2019,Some College,2001966,state,washington,
2019,Some College,391164,state,west virginia,
2019,Some College,1502970,state,wisconsin,
2019,Some College,166049,state,wyoming,
2020,College Degree or Higher,980464,state,alabama,
2020,College Degree or Higher,156508,state,alaska,
2020,College Degree or Higher,1763402,state,arizona,
2020,College Degree or Higher,532147,state,arkansas,
2020,College Degree or Higher,10467248,state,california,
2020,College Degree or Higher,1869691,state,colorado,
2020,College Degree or Higher,1126833,state,connecticut,
2020,College Degree or Higher,250171,state,delaware,
2020,College Degree or Higher,344847,state,district of columbia,
2020,College Degree or Higher,5529078,state,florida,
2020,College Degree or Higher,2623572,state,georgia,
2020,College Degree or Higher,363038,state,hawaii,
2020,College Degree or Higher,394336,state,idaho,
2020,College Degree or Higher,3439490,state,illinois,
2020,College Degree or Higher,1389889,state,indiana,
2020,College Degree or Higher,667160,state,iowa,
2020,College Degree or Higher,720170,state,kansas,
2020,College Degree or Higher,876651,state,kentucky,
2020,College Degree or Higher,905090,state,louisiana,
2020,College Degree or Higher,346341,state,maine,
2020,College Degree or Higher,1907109,state,maryland,
2020,College Degree or Higher,2419642,state,massachusetts,
2020,College Degree or Higher,2351048,state,michigan,
2020,College Degree or Higher,1550379,state,minnesota,
2020,College Degree or Higher,508112,state,mississippi,
2020,College Degree or Higher,1409496,state,missouri,
2020,College Degree or Higher,262275,state,montana,
2020,College Degree or Higher,447352,state,nebraska,
2020,College Degree or Higher,637733,state,nevada,
2020,College Degree or Higher,421324,state,new hampshire,
2020,College Degree or Higher,2819115,state,new jersey,
2020,College Degree or Higher,455205,state,new mexico,
2020,College Degree or Higher,5709218,state,new york,
2020,College Degree or Higher,2669326,state,north carolina,
2020,College Degree or Higher,175393,state,north dakota,
2020,College Degree or Higher,2602891,state,ohio,
2020,College Degree or Higher,753904,state,oklahoma,
2020,College Degree or Higher,1149811,state,oregon,
2020,College Degree or Higher,3245284,state,pennsylvania,
2020,College Degree or Higher,298611,state,rhode island,
2020,College Degree or Higher,1201273,state,south carolina,
2020,College Degree or Higher,181347,state,south dakota,
2020,College Degree or Higher,1554253,state,tennessee,
2020,College Degree or Higher,6681366,state,texas,
2020,College Degree or Higher,746442,state,utah,
2020,College Degree or Higher,188839,state,vermont,
2020,College Degree or Higher,2612541,state,virginia,
2020,College Degree or Higher,2144399,state,washington,
2020,College Degree or Higher,310460,state,west virginia,
2020,College Degree or Higher,1357956,state,wisconsin,
2020,College Degree or Higher,113587,state,wyoming,
2020,HS or Equivalent,253737,state,alabama,
2020,HS or Equivalent,36916,state,alaska,
2020,HS or Equivalent,371570,state,arizona,
2020,HS or Equivalent,182126,state,arkansas,
2020,HS or Equivalent,1619413,state,california,
2020,HS or Equivalent,243878,state,colorado,
2020,HS or Equivalent,123816,state,connecticut,
2020,HS or Equivalent,40907,state,delaware,
2020,HS or Equivalent,20412,state,district of columbia,
2020,HS or Equivalent,1144968,state,florida,
2020,HS or Equivalent,517540,state,georgia,
2020,HS or Equivalent,45903,state,hawaii,
2020,HS or Equivalent,89757,state,idaho,
2020,HS or Equivalent,535938,state,illinois,
2020,HS or Equivalent,348261,state,indiana,
2020,HS or Equivalent,125327,state,iowa,
2020,HS or Equivalent,116952,state,kansas,
2020,HS or Equivalent,266993,state,kentucky,
2020,HS or Equivalent,273031,state,louisiana,
2020,HS or Equivalent,71475,state,maine,
2020,HS or Equivalent,210603,state,maryland,
2020,HS or Equivalent,233834,state,massachusetts,
2020,HS or Equivalent,443956,state,michigan,
2020,HS or Equivalent,196849,state,minnesota,
2020,HS or Equivalent,167904,state,mississippi,
2020,HS or Equivalent,288476,state,missouri,
2020,HS or Equivalent,52010,state,montana,
2020,HS or Equivalent,71966,state,nebraska,
2020,HS or Equivalent,181283,state,nevada,
2020,HS or Equivalent,52963,state,new hampshire,
2020,HS or Equivalent,312337,state,new jersey,
2020,HS or Equivalent,120239,state,new mexico,
2020,HS or Equivalent,948317,state,new york,
2020,HS or Equivalent,454773,state,north carolina,
2020,HS or Equivalent,30596,state,north dakota,
2020,HS or Equivalent,480539,state,ohio,
2020,HS or Equivalent,214996,state,oklahoma,
2020,HS or Equivalent,214299,state,oregon,
2020,HS or Equivalent,530831,state,pennsylvania,
2020,HS or Equivalent,52123,state,rhode island,
2020,HS or Equivalent,265148,state,south carolina,
2020,HS or Equivalent,45603,state,south dakota,
2020,HS or Equivalent,377526,state,tennessee,
2020,HS or Equivalent,1409673,state,texas,
2020,HS or Equivalent,119233,state,utah,
2020,HS or Equivalent,21131,state,vermont,
2020,HS or Equivalent,346728,state,virginia,
2020,HS or Equivalent,342460,state,washington,
2020,HS or Equivalent,97511,state,west virginia,
2020,HS or Equivalent,217275,state,wisconsin,
2020,HS or Equivalent,27080,state,wyoming,
2020,Less than HS,1470181,state,alabama,
2020,Less than HS,204963,state,alaska,
2020,Less than HS,2150787,state,arizona,
2020,Less than HS,919634,state,arkansas,
2020,Less than HS,12263633,state,california,
2020,Less than HS,1516025,state,colorado,
2020,Less than HS,897502,state,connecticut,
2020,Less than HS,262555,state,delaware,
2020,Less than HS,149517,state,district of columbia,
2020,Less than HS,5637584,state,florida,
2020,Less than HS,3244425,state,georgia,
2020,Less than HS,350044,state,hawaii,
2020,Less than HS,554589,state,idaho,
2020,Less than HS,3503792,state,illinois,
2020,Less than HS,1978010,state,indiana,
2020,Less than HS,873926,state,iowa,
2020,Less than HS,835284,state,kansas,
2020,Less than HS,1338248,state,kentucky,
2020,Less than HS,1468296,state,louisiana,
2020,Less than HS,297140,state,maine,
2020,Less than HS,1676816,state,maryland,
2020,Less than HS,1707676,state,massachusetts,
2020,Less than HS,2637647,state,michigan,
2020,Less than HS,1511232,state,minnesota,
2020,Less than HS,937578,state,mississippi,
2020,Less than HS,1717974,state,missouri,
2020,Less than HS,269462,state,montana,
2020,Less than HS,565248,state,nebraska,
2020,Less than HS,937096,state,nevada,
2020,Less than HS,304383,state,new hampshire,
2020,Less than HS,2409124,state,new jersey,
2020,Less than HS,622841,state,new mexico,
2020,Less than HS,5401823,state,new york,
2020,Less than HS,2981917,state,north carolina,
2020,Less than HS,217526,state,north dakota,
2020,Less than HS,3198964,state,ohio,
2020,Less than HS,1224694,state,oklahoma,
2020,Less than HS,1064556,state,oregon,
2020,Less than HS,3356854,state,pennsylvania,
2020,Less than HS,271691,state,rhode island,
2020,Less than HS,1463949,state,south carolina,
2020,Less than HS,272398,state,south dakota,
2020,Less than HS,1954016,state,tennessee,
2020,Less than HS,9979897,state,texas,
2020,Less than HS,1042413,state,utah,
2020,Less than HS,143430,state,vermont,
2020,Less than HS,2304602,state,virginia,
2020,Less than HS,2039809,state,washington,
2020,Less than HS,491861,state,west virginia,
2020,Less than HS,1503610,state,wisconsin,
2020,Less than HS,157227,state,wyoming,
2020,Some College,1240921,state,alabama,
2020,Some College,188134,state,alaska,
2020,Some College,1944887,state,arizona,
2020,Some College,707259,state,arkansas,
2020,Some College,9093513,state,california,
2020,Some College,1362630,state,colorado,
2020,Some College,755944,state,connecticut,
2020,Some College,230562,state,delaware,
2020,Some College,103445,state,district of columbia,
2020,Some College,5364513,state,florida,
2020,Some College,2416857,state,georgia,
2020,Some College,360641,state,hawaii,
2020,Some College,500840,state,idaho,
2020,Some College,2906385,state,illinois,
