year,education,count,area_type,statefip,countyfip
2020,Some College,1549876,state,indiana,
2020,Some College,844041,state,iowa,
2020,Some College,738070,state,kansas,
2020,Some College,1060502,state,kentucky,
2020,Some College,1036918,state,louisiana,
2020,Some College,323308,state,maine,
2020,Some College,1251883,state,maryland,
2020,Some College,1401845,state,massachusetts,
2020,Some College,2624343,state,michigan,
2020,Some College,1429290,state,minnesota,
2020,Some College,779592,state,mississippi,
2020,Some College,1473211,state,missouri,
2020,Some College,272712,state,montana,
2020,Some College,500158,state,nebraska,
2020,Some College,807428,state,nevada,
2020,Some College,324682,state,new hampshire,
2020,Some College,1679642,state,new jersey,
2020,Some College,552740,state,new mexico,
2020,Some College,4053182,state,new york,
2020,Some College,2681895,state,north carolina,
2020,Some College,212296,state,north dakota,
2020,Some College,2710315,state,ohio,
2020,Some College,966957,state,oklahoma,
2020,Some College,1148263,state,oregon,
2020,Some College,2634593,state,pennsylvania,
2020,Some College,249988,state,rhode island,
2020,Some College,1301399,state,south carolina,
2020,Some College,227110,state,south dakota,
2020,Some College,1573650,state,tennessee,
2020,Some College,6670718,state,texas,
2020,Some College,854775,state,utah,
2020,Some College,142048,state,vermont,
2020,Some College,1880097,state,virginia,
2020,Some College,1999134,state,washington,
2020,Some College,404154,state,west virginia,
2020,Some College,1507083,state,wisconsin,
2020,Some College,168195,state,wyoming,
2021,College Degree or Higher,996177,state,alabama,
2021,College Degree or Higher,159890,state,alaska,
2021,College Degree or Higher,1683774,state,arizona,
2021,College Degree or Higher,537613,state,arkansas,
2021,College Degree or Higher,10173870,state,california,
2021,College Degree or Higher,1874047,state,colorado,
2021,College Degree or Higher,1122667,state,connecticut,
2021,College Degree or Higher,256883,state,delaware,
2021,College Degree or Higher,317689,state,district of columbia,
2021,College Degree or Higher,5435408,state,florida,
2021,College Degree or Higher,2616183,state,georgia,
2021,College Degree or Higher,382851,state,hawaii,
2021,College Degree or Higher,401398,state,idaho,
2021,College Degree or Higher,3429539,state,illinois,
2021,College Degree or Higher,1404015,state,indiana,
2021,College Degree or Higher,685229,state,iowa,
2021,College Degree or Higher,733130,state,kansas,
2021,College Degree or Higher,888515,state,kentucky,
2021,College Degree or Higher,861629,state,louisiana,
2021,College Degree or Higher,377902,state,maine,
2021,College Degree or Higher,1905351,state,maryland,
2021,College Degree or Higher,2434270,state,massachusetts,
2021,College Degree or Higher,2315746,state,michigan,
2021,College Degree or Higher,1582704,state,minnesota,
2021,College Degree or Higher,513894,state,mississippi,
2021,College Degree or Higher,1421830,state,missouri,
2021,College Degree or Higher,286169,state,montana,
2021,College Degree or Higher,478240,state,nebraska,
2021,College Degree or Higher,631059,state,nevada,
2021,College Degree or Higher,423472,state,new hampshire,
2021,College Degree or Higher,2954919,state,new jersey,
2021,College Degree or Higher,453554,state,new mexico,
2021,College Degree or Higher,5910041,state,new york,
2021,College Degree or Higher,2665441,state,north carolina,
2021,College Degree or Higher,172932,state,north dakota,
2021,College Degree or Higher,2620427,state,ohio,
2021,College Degree or Higher,782030,state,oklahoma,
2021,College Degree or Higher,1145639,state,oregon,
2021,College Degree or Higher,3334843,state,pennsylvania,
2021,College Degree or Higher,300038,state,rhode island,
2021,College Degree or Higher,1189375,state,south carolina,
2021,College Degree or Higher,194673,state,south dakota,
2021,College Degree or Higher,1549463,state,tennessee,
2021,College Degree or Higher,6688302,state,texas,
2021,College Degree or Higher,759214,state,utah,
2021,College Degree or Higher,212591,state,vermont,
2021,College Degree or Higher,2598081,state,virginia,
2021,College Degree or Higher,2206231,state,washington,
2021,College Degree or Higher,319280,state,west virginia,
2021,College Degree or Higher,1394672,state,wisconsin,
2021,College Degree or Higher,118932,state,wyoming,
2021,HS or Equivalent,262667,state,alabama,
2021,HS or Equivalent,38610,state,alaska,
2021,HS or Equivalent,357362,state,arizona,
2021,HS or Equivalent,177405,state,arkansas,
2021,HS or Equivalent,1618457,state,california,
2021,HS or Equivalent,259508,state,colorado,
2021,HS or Equivalent,140959,state,connecticut,
2021,HS or Equivalent,38678,state,delaware,
2021,HS or Equivalent,16160,state,district of columbia,
2021,HS or Equivalent,1131450,state,florida,
2021,HS or Equivalent,549899,state,georgia,
2021,HS or Equivalent,48182,state,hawaii,
2021,HS or Equivalent,103571,state,idaho,
2021,HS or Equivalent,532171,state,illinois,
2021,HS or Equivalent,374496,state,indiana,
2021,HS or Equivalent,114486,state,iowa,
2021,HS or Equivalent,133270,state,kansas,
2021,HS or Equivalent,276925,state,kentucky,
2021,HS or Equivalent,258363,state,louisiana,
2021,HS or Equivalent,64539,state,maine,
2021,HS or Equivalent,237960,state,maryland,
2021,HS or Equivalent,241496,state,massachusetts,
2021,HS or Equivalent,450848,state,michigan,
2021,HS or Equivalent,189525,state,minnesota,
2021,HS or Equivalent,176082,state,mississippi,
2021,HS or Equivalent,280278,state,missouri,
2021,HS or Equivalent,51807,state,montana,
2021,HS or Equivalent,71198,state,nebraska,
2021,HS or Equivalent,173541,state,nevada,
2021,HS or Equivalent,56779,state,new hampshire,
2021,HS or Equivalent,333160,state,new jersey,
2021,HS or Equivalent,111532,state,new mexico,
2021,HS or Equivalent,996192,state,new york,
2021,HS or Equivalent,435362,state,north carolina,
2021,HS or Equivalent,29172,state,north dakota,
2021,HS or Equivalent,498862,state,ohio,
2021,HS or Equivalent,203289,state,oklahoma,
2021,HS or Equivalent,218048,state,oregon,
2021,HS or Equivalent,556134,state,pennsylvania,
2021,HS or Equivalent,60566,state,rhode island,
2021,HS or Equivalent,255790,state,south carolina,
2021,HS or Equivalent,42388,state,south dakota,
2021,HS or Equivalent,382387,state,tennessee,
2021,HS or Equivalent,1389110,state,texas,
2021,HS or Equivalent,119865,state,utah,
2021,HS or Equivalent,17459,state,vermont,
2021,HS or Equivalent,350533,state,virginia,
2021,HS or Equivalent,346223,state,washington,
2021,HS or Equivalent,106081,state,west virginia,
2021,HS or Equivalent,226935,state,wisconsin,
2021,HS or Equivalent,29636,state,wyoming,
2021,Less than HS,1511132,state,alabama,
2021,Less than HS,213255,state,alaska,
2021,Less than HS,2107379,state,arizona,
2021,Less than HS,923684,state,arkansas,
2021,Less than HS,12303125,state,california,
2021,Less than HS,1516498,state,colorado,
2021,Less than HS,925869,state,connecticut,
2021,Less than HS,266204,state,delaware,
2021,Less than HS,159039,state,district of columbia,
2021,Less than HS,5676568,state,florida,
2021,Less than HS,3273671,state,georgia,
2021,Less than HS,362069,state,hawaii,
2021,Less than HS,568512,state,idaho,
2021,Less than HS,3561766,state,illinois,
2021,Less than HS,1990808,state,indiana,
2021,Less than HS,871151,state,iowa,
2021,Less than HS,841849,state,kansas,
2021,Less than HS,1361768,state,kentucky,
2021,Less than HS,1473801,state,louisiana,
2021,Less than HS,302314,state,maine,
2021,Less than HS,1694452,state,maryland,
2021,Less than HS,1769513,state,massachusetts,
2021,Less than HS,2661782,state,michigan,
2021,Less than HS,1528560,state,minnesota,
2021,Less than HS,941359,state,mississippi,
2021,Less than HS,1716807,state,missouri,
2021,Less than HS,270779,state,montana,
2021,Less than HS,580688,state,nebraska,
2021,Less than HS,933143,state,nevada,
2021,Less than HS,305892,state,new hampshire,
2021,Less than HS,2512490,state,new jersey,
2021,Less than HS,653436,state,new mexico,
2021,Less than HS,5499550,state,new york,
2021,Less than HS,3016266,state,north carolina,
2021,Less than HS,209697,state,north dakota,
2021,Less than HS,3227999,state,ohio,
2021,Less than HS,1241481,state,oklahoma,
2021,Less than HS,1075320,state,oregon,
2021,Less than HS,3353039,state,pennsylvania,
2021,Less than HS,285644,state,rhode island,
2021,Less than HS,1458796,state,south carolina,
2021,Less than HS,256808,state,south dakota,
2021,Less than HS,1987719,state,tennessee,
2021,Less than HS,10124796,state,texas,
2021,Less than HS,1069928,state,utah,
2021,Less than HS,140016,state,vermont,
2021,Less than HS,2340415,state,virginia,
2021,Less than HS,2040591,state,washington,
2021,Less than HS,492130,state,west virginia,
2021,Less than HS,1508825,state,wisconsin,
2021,Less than HS,155063,state,wyoming,
2021,Some College,1208544,state,alabama,
2021,Some College,181503,state,alaska,
2021,Some College,1915498,state,arizona,
2021,Some College,705389,state,arkansas,
2021,Some College,9004914,state,california,
2021,Some College,1331568,state,colorado,
2021,Some College,744400,state,connecticut,
2021,Some College,233102,state,delaware,
2021,Some College,104571,state,district of columbia,
2021,Some College,5286974,state,florida,
2021,Some College,2397098,state,georgia,
2021,Some College,363588,state,hawaii,
2021,Some College,498604,state,idaho,
2021,Some College,2900659,state,illinois,
2021,Some College,1557159,state,indiana,
2021,Some College,850061,state,iowa,
2021,Some College,716841,state,kansas,
2021,Some College,1036382,state,kentucky,
2021,Some College,1028555,state,louisiana,
2021,Some College,335463,state,maine,
2021,Some College,1258939,state,maryland,
2021,Some College,1356975,state,massachusetts,
2021,Some College,2591313,state,michigan,
2021,Some College,1475453,state,minnesota,
2021,Some College,759084,state,mississippi,
2021,Some College,1465936,state,missouri,
2021,Some College,287919,state,montana,
2021,Some College,504959,state,nebraska,
2021,Some College,789942,state,nevada,
2021,Some College,332451,state,new hampshire,
2021,Some College,1752961,state,new jersey,
2021,Some College,526458,state,new mexico,
2021,Some College,4070901,state,new york,
2021,Some College,2583899,state,north carolina,
2021,Some College,228209,state,north dakota,
2021,Some College,2702547,state,ohio,
2021,Some College,923942,state,oklahoma,
2021,Some College,1154679,state,oregon,
2021,Some College,2638989,state,pennsylvania,
2021,Some College,237721,state,rhode island,
2021,Some College,1263355,state,south carolina,
2021,Some College,238029,state,south dakota,
2021,Some College,1593694,state,tennessee,
2021,Some College,6416487,state,texas,
2021,Some College,863876,state,utah,
2021,Some College,147403,state,vermont,
2021,Some College,1882028,state,virginia,
2021,Some College,1969779,state,washington,
2021,Some College,389839,state,west virginia,
2021,Some College,1494611,state,wisconsin,
2021,Some College,173911,state,wyoming,
2022,College Degree or Higher,1038817,state,alabama,
2022,College Degree or Higher,158565,state,alaska,
2022,College Degree or Higher,1740697,state,arizona,
2022,College Degree or Higher,549865,state,arkansas,
2022,College Degree or Higher,10415183,state,california,
2022,College Degree or Higher,1956466,state,colorado,
2022,College Degree or Higher,1143451,state,connecticut,
2022,College Degree or Higher,274251,state,delaware,
2022,College Degree or Higher,334378,state,district of columbia,
2022,College Degree or Higher,5746617,state,florida,
2022,College Degree or Higher,2667761,state,georgia,
2022,College Degree or Higher,373703,state,hawaii,
2022,College Degree or Higher,425702,state,idaho,
2022,College Degree or Higher,3476776,state,illinois,
2022,College Degree or Higher,1434466,state,indiana,
2022,College Degree or Higher,747162,state,iowa,
2022,College Degree or Higher,724474,state,kansas,
2022,College Degree or Higher,913507,state,kentucky,
2022,College Degree or Higher,874906,state,louisiana,
2022,College Degree or Higher,384106,state,maine,
2022,College Degree or Higher,1971535,state,maryland,
2022,College Degree or Higher,2463382,state,massachusetts,
2022,College Degree or Higher,2361176,state,michigan,
2022,College Degree or Higher,1632937,state,minnesota,
2022,College Degree or Higher,509186,state,mississippi,
2022,College Degree or Higher,1450765,state,missouri,
2022,College Degree or Higher,282227,state,montana,
2022,College Degree or Higher,479872,state,nebraska,
2022,College Degree or Higher,626728,state,nevada,
2022,College Degree or Higher,438135,state,new hampshire,
2022,College Degree or Higher,2980550,state,new jersey,
2022,College Degree or Higher,458933,state,new mexico,
2022,College Degree or Higher,5921378,state,new york,
2022,College Degree or Higher,2785534,state,north carolina,
2022,College Degree or Higher,175434,state,north dakota,
2022,College Degree or Higher,2749978,state,ohio,
2022,College Degree or Higher,792614,state,oklahoma,
2022,College Degree or Higher,1155802,state,oregon,
2022,College Degree or Higher,3391324,state,pennsylvania,
2022,College Degree or Higher,326753,state,rhode island,
2022,College Degree or Higher,1255064,state,south carolina,
2022,College Degree or Higher,206143,state,south dakota,
2022,College Degree or Higher,1589259,state,tennessee,
2022,College Degree or Higher,7000083,state,texas,
2022,College Degree or Higher,818166,state,utah,
2022,College Degree or Higher,217711,state,vermont,
2022,College Degree or Higher,2653084,state,virginia,
2022,College Degree or Higher,2270544,state,washington,
2022,College Degree or Higher,324596,state,west virginia,
2022,College Degree or Higher,1437722,state,wisconsin,
2022,College Degree or Higher,124715,state,wyoming,
2022,HS or Equivalent,268570,state,alabama,
2022,HS or Equivalent,38966,state,alaska,
2022,HS or Equivalent,368030,state,arizona,
2022,HS or Equivalent,171949,state,arkansas,
2022,HS or Equivalent,1606586,state,california,
2022,HS or Equivalent,252551,state,colorado,
2022,HS or Equivalent,142261,state,connecticut,
2022,HS or Equivalent,41502,state,delaware,
2022,HS or Equivalent,19389,state,district of columbia,
2022,HS or Equivalent,1131242,state,florida,
2022,HS or Equivalent,565847,state,georgia,
2022,HS or Equivalent,53243,state,hawaii,
2022,HS or Equivalent,93539,state,idaho,
2022,HS or Equivalent,564719,state,illinois,
2022,HS or Equivalent,368614,state,indiana,
2022,HS or Equivalent,123493,state,iowa,
2022,HS or Equivalent,123939,state,kansas,
2022,HS or Equivalent,259987,state,kentucky,
2022,HS or Equivalent,251668,state,louisiana,
2022,HS or Equivalent,61825,state,maine,
2022,HS or Equivalent,223733,state,maryland,
2022,HS or Equivalent,248543,state,massachusetts,
2022,HS or Equivalent,464738,state,michigan,
2022,HS or Equivalent,201155,state,minnesota,
2022,HS or Equivalent,174253,state,mississippi,
2022,HS or Equivalent,276916,state,missouri,
2022,HS or Equivalent,53782,state,montana,
2022,HS or Equivalent,79010,state,nebraska,
2022,HS or Equivalent,182145,state,nevada,
2022,HS or Equivalent,60895,state,new hampshire,
2022,HS or Equivalent,344370,state,new jersey,
2022,HS or Equivalent,107255,state,new mexico,
2022,HS or Equivalent,1010951,state,new york,
2022,HS or Equivalent,457904,state,north carolina,
2022,HS or Equivalent,30296,state,north dakota,
2022,HS or Equivalent,494736,state,ohio,
2022,HS or Equivalent,206790,state,oklahoma,
2022,HS or Equivalent,222776,state,oregon,
2022,HS or Equivalent,559887,state,pennsylvania,
2022,HS or Equivalent,49158,state,rhode island,
2022,HS or Equivalent,263564,state,south carolina,
2022,HS or Equivalent,40716,state,south dakota,
2022,HS or Equivalent,390053,state,tennessee,
2022,HS or Equivalent,1453022,state,texas,
2022,HS or Equivalent,123580,state,utah,
2022,HS or Equivalent,19484,state,vermont,
2022,HS or Equivalent,363079,state,virginia,
2022,HS or Equivalent,360915,state,washington,
2022,HS or Equivalent,109549,state,west virginia,
2022,HS or Equivalent,242067,state,wisconsin,
2022,HS or Equivalent,32493,state,wyoming,
2022,Less than HS,1463746,state,alabama,
2022,Less than HS,206945,state,alaska,
2022,Less than HS,2083729,state,arizona,
2022,Less than HS,904821,state,arkansas,
2022,Less than HS,11986193,state,california,
2022,Less than HS,1472114,state,colorado,
2022,Less than HS,926183,state,connecticut,
2022,Less than HS,258269,state,delaware,
2022,Less than HS,151220,state,district of columbia,
2022,Less than HS,5684510,state,florida,
2022,Less than HS,3237078,state,georgia,
2022,Less than HS,356340,state,hawaii,
2022,Less than HS,562838,state,idaho,
2022,Less than HS,3438733,state,illinois,
2022,Less than HS,1996513,state,indiana,
2022,Less than HS,837290,state,iowa,
2022,Less than HS,833186,state,kansas,
2022,Less than HS,1329364,state,kentucky,
2022,Less than HS,1431323,state,louisiana,
2022,Less than HS,294996,state,maine,
2022,Less than HS,1678185,state,maryland,
2022,Less than HS,1719950,state,massachusetts,
2022,Less than HS,2597972,state,michigan,
2022,Less than HS,1485169,state,minnesota,
2022,Less than HS,923827,state,mississippi,
2022,Less than HS,1693935,state,missouri,
2022,Less than HS,283661,state,montana,
2022,Less than HS,556496,state,nebraska,
2022,Less than HS,913950,state,nevada,
2022,Less than HS,301842,state,new hampshire,
2022,Less than HS,2505240,state,new jersey,
2022,Less than HS,624646,state,new mexico,
2022,Less than HS,5394820,state,new york,
2022,Less than HS,2971718,state,north carolina,
2022,Less than HS,207994,state,north dakota,
2022,Less than HS,3165662,state,ohio,
2022,Less than HS,1226740,state,oklahoma,
2022,Less than HS,1060018,state,oregon,
2022,Less than HS,3257486,state,pennsylvania,
2022,Less than HS,271125,state,rhode island,
2022,Less than HS,1428095,state,south carolina,
2022,Less than HS,259254,state,south dakota,
2022,Less than HS,1957082,state,tennessee,
2022,Less than HS,10034243,state,texas,
2022,Less than HS,1052549,state,utah,
2022,Less than HS,139154,state,vermont,
2022,Less than HS,2319509,state,virginia,
2022,Less than HS,2027471,state,washington,
2022,Less than HS,481351,state,west virginia,
2022,Less than HS,1471796,state,wisconsin,
2022,Less than HS,158281,state,wyoming,
2022,Some College,1240119,state,alabama,
2022,Some College,189706,state,alaska,
2022,Some College,1919334,state,arizona,
2022,Some College,728172,state,arkansas,
2022,Some College,8874627,state,california,
2022,Some College,1316394,state,colorado,
2022,Some College,750113,state,connecticut,
2022,Some College,233017,state,delaware,
2022,Some College,101109,state,district of columbia,
2022,Some College,5357840,state,florida,
2022,Some College,2451489,state,georgia,
2022,Some College,359070,state,hawaii,
2022,Some College,512826,state,idaho,
2022,Some College,2845543,state,illinois,
2022,Some College,1569899,state,indiana,
2022,Some College,834877,state,iowa,
2022,Some College,747007,state,kansas,
2022,Some College,1037274,state,kentucky,
2022,Some College,1039175,state,louisiana,
2022,Some College,344779,state,maine,
2022,Some College,1243466,state,maryland,
2022,Some College,1343654,state,massachusetts,
2022,Some College,2595314,state,michigan,
2022,Some College,1436599,state,minnesota,
2022,Some College,750365,state,mississippi,
2022,Some College,1494353,state,missouri,
2022,Some College,288967,state,montana,
2022,Some College,515993,state,nebraska,
2022,Some College,820134,state,nevada,
2022,Some College,315168,state,new hampshire,
2022,Some College,1718122,state,new jersey,
2022,Some College,529798,state,new mexico,
2022,Some College,3969827,state,new york,
2022,Some College,2600466,state,north carolina,
2022,Some College,232737,state,north dakota,
2022,Some College,2650290,state,ohio,
2022,Some College,956817,state,oklahoma,
2022,Some College,1129180,state,oregon,
2022,Some College,2685518,state,pennsylvania,
2022,Some College,248827,state,rhode island,
2022,Some College,1308614,state,south carolina,
2022,Some College,224432,state,south dakota,
2022,Some College,1607079,state,tennessee,
2022,Some College,6640181,state,texas,
2022,Some College,857618,state,utah,
2022,Some College,137241,state,vermont,
2022,Some College,1855812,state,virginia,
2022,Some College,1939932,state,washington,
2022,Some College,390784,state,west virginia,
2022,Some College,1472677,state,wisconsin,
2022,Some College,165287,state,wyoming,
2022,College Degree or Higher,10386,county,alabama,55
2022,HS or Equivalent,5894,county,alabama,55
2022,Less than HS,25478,county,alabama,55
2022,Some College,23274,county,alabama,55
2022,College Degree or Higher,134746,county,alabama,73
2022,HS or Equivalent,21005,county,alabama,73
2022,Less than HS,153129,county,alabama,73
2022,Some College,130019,county,alabama,73
2022,College Degree or Higher,35836,county,alabama,81
2022,HS or Equivalent,5849,county,alabama,81
2022,Less than HS,36051,county,alabama,81
2022,Some College,36913,county,alabama,81
2022,College Degree or Higher,57354,county,alabama,117
2022,HS or Equivalent,5093,county,alabama,117
2022,Less than HS,47930,county,alabama,117
2022,Some College,41796,county,alabama,117
2022,College Degree or Higher,205841,county,arizona,19
2022,HS or Equivalent,41172,county,arizona,19
2022,Less than HS,232208,county,arizona,19
2022,Some College,234148,county,arizona,19
2022,College Degree or Higher,18237,county,arizona,27
2022,HS or Equivalent,8730,county,arizona,27
2022,Less than HS,67494,county,arizona,27
2022,Some College,42849,county,arizona,27
2022,College Degree or Higher,20377,county,arkansas,125
2022,HS or Equivalent,4971,county,arkansas,125
2022,Less than HS,28715,county,arkansas,125
2022,Some College,24160,county,arkansas,125
2022,College Degree or Higher,284874,county,connecticut,1
2022,HS or Equivalent,23406,county,connecticut,1
2022,Less than HS,218082,county,connecticut,1
2022,Some College,132188,county,connecticut,1
2022,College Degree or Higher,213026,county,connecticut,3
2022,HS or Equivalent,26715,county,connecticut,3
2022,Less than HS,201750,county,connecticut,3
2022,Some College,153104,county,connecticut,3
2022,College Degree or Higher,42003,county,connecticut,5
2022,HS or Equivalent,5834,county,connecticut,5
2022,Less than HS,35478,county,connecticut,5
2022,Some College,35746,county,connecticut,5
2022,College Degree or Higher,45439,county,connecticut,7
2022,HS or Equivalent,3989,county,connecticut,7
2022,Less than HS,25628,county,connecticut,7
2022,Some College,30137,county,connecticut,7
2022,College Degree or Higher,191187,county,connecticut,9
2022,HS or Equivalent,25206,county,connecticut,9
2022,Less than HS,187023,county,connecticut,9
2022,Some College,146142,county,connecticut,9
2022,College Degree or Higher,56393,county,connecticut,11
2022,HS or Equivalent,9491,county,connecticut,11
2022,Less than HS,52788,county,connecticut,11
2022,Some College,54217,county,connecticut,11
2022,College Degree or Higher,36609,county,connecticut,13
2022,HS or Equivalent,4077,county,connecticut,13
2022,Less than HS,26787,county,connecticut,13
2022,Some College,35656,county,connecticut,13
2022,College Degree or Higher,15548,county,connecticut,15
2022,HS or Equivalent,5272,county,connecticut,15
2022,Less than HS,24494,county,connecticut,15
2022,Some College,25463,county,connecticut,15
2022,College Degree or Higher,51300,county,illinois,19
2022,HS or Equivalent,5218,county,illinois,19
2022,Less than HS,37497,county,illinois,19
2022,Some College,47515,county,illinois,19
2022,College Degree or Higher,18653,county,illinois,37
2022,HS or Equivalent,2788,county,illinois,37
2022,Less than HS,20405,county,illinois,37
2022,Some College,26320,county,illinois,37
2022,College Degree or Higher,12525,county,illinois,91
2022,HS or Equivalent,4058,county,illinois,91
2022,Less than HS,24476,county,illinois,91
2022,Some College,22043,county,illinois,91
2022,College Degree or Higher,11777,county,illinois,99
2022,HS or Equivalent,5600,county,illinois,99
2022,Less than HS,23904,county,illinois,99
2022,Some College,25066,county,illinois,99
2022,College Degree or Higher,13933,county,illinois,115
2022,HS or Equivalent,4694,county,illinois,115
2022,Less than HS,23199,county,illinois,115
2022,Some College,20836,county,illinois,115
2022,College Degree or Higher,43139,county,illinois,163
2022,HS or Equivalent,10008,county,illinois,163
2022,Less than HS,57977,county,illinois,163
2022,Some College,57827,county,illinois,163
2022,College Degree or Higher,10529,county,louisiana,109
2022,HS or Equivalent,6777,county,louisiana,109
2022,Less than HS,32870,county,louisiana,109
2022,Some College,17801,county,louisiana,109
2022,College Degree or Higher,27485,county,maine,19
2022,HS or Equivalent,5488,county,maine,19
2022,Less than HS,26808,county,maine,19
2022,Some College,33809,county,maine,19
2022,College Degree or Higher,20011,county,maryland,43
2022,HS or Equivalent,6719,county,maryland,43
2022,Less than HS,37558,county,maryland,43
2022,Some College,28702,county,maryland,43
2022,College Degree or Higher,23886,county,minnesota,145
2022,HS or Equivalent,3293,county,minnesota,145
2022,Less than HS,36259,county,minnesota,145
2022,Some College,39626,county,minnesota,145
2022,College Degree or Higher,25986,county,minnesota,171
2022,HS or Equivalent,3581,county,minnesota,171
2022,Less than HS,35002,county,minnesota,171
2022,Some College,28032,county,minnesota,171
2022,College Degree or Higher,46785,county,missouri,19
2022,HS or Equivalent,4597,county,missouri,19
2022,Less than HS,34420,county,missouri,19
2022,Some College,40997,county,missouri,19
2022,College Degree or Higher,13642,county,missouri,71
2022,HS or Equivalent,4494,county,missouri,71
2022,Less than HS,23383,county,missouri,71
2022,Some College,22486,county,missouri,71
2022,College Degree or Higher,39468,county,new mexico,49
2022,HS or Equivalent,4621,county,new mexico,49
2022,Less than HS,30085,county,new mexico,49
2022,Some College,27392,county,new mexico,49
2022,College Degree or Higher,69604,county,new york,27
2022,HS or Equivalent,13105,county,new york,27
2022,Less than HS,56981,county,new york,27
2022,Some College,57834,county,new york,27
2022,College Degree or Higher,14208,county,north carolina,49
2022,HS or Equivalent,3512,county,north carolina,49
2022,Less than HS,22588,county,north carolina,49
2022,Some College,24745,county,north carolina,49
2022,College Degree or Higher,28831,county,north carolina,101
2022,HS or Equivalent,7686,county,north carolina,101
2022,Less than HS,56041,county,north carolina,101
2022,Some College,48039,county,north carolina,101
2022,College Degree or Higher,8770,county,ohio,7
2022,HS or Equivalent,4930,county,ohio,7
2022,Less than HS,23755,county,ohio,7
2022,Some College,17991,county,ohio,7
2022,College Degree or Higher,10507,county,ohio,29
2022,HS or Equivalent,3904,county,ohio,29
2022,Less than HS,21412,county,ohio,29
2022,Some College,18525,county,ohio,29
2022,College Degree or Higher,46232,county,oregon,17
2022,HS or Equivalent,6212,county,oregon,17
2022,Less than HS,36953,county,oregon,17
2022,Some College,44862,county,oregon,17
2022,College Degree or Higher,29320,county,south carolina,7
2022,HS or Equivalent,9993,county,south carolina,7
2022,Less than HS,52241,county,south carolina,7
2022,Some College,41573,county,south carolina,7
2022,College Degree or Higher,55040,county,south carolina,51
2022,HS or Equivalent,12804,county,south carolina,51
2022,Less than HS,70586,county,south carolina,51
2022,Some College,81276,county,south carolina,51
2022,College Degree or Higher,56429,county,south carolina,91
2022,HS or Equivalent,10078,county,south carolina,91
2022,Less than HS,67516,county,south carolina,91
2022,Some College,57242,county,south carolina,91
2022,College Degree or Higher,34130,county,tennessee,165
2022,HS or Equivalent,7952,county,tennessee,165
2022,Less than HS,46098,county,tennessee,165
2022,Some College,38539,county,tennessee,165
2022,College Degree or Higher,26474,county,tennessee,179
2022,HS or Equivalent,4565,county,tennessee,179
2022,Less than HS,27622,county,tennessee,179
2022,Some College,27540,county,tennessee,179
2022,College Degree or Higher,50434,county,virginia,550
2022,HS or Equivalent,8689,county,virginia,550
2022,Less than HS,56880,county,virginia,550
2022,Some College,51839,county,virginia,550